run,champion,runner_up
64745,Argentina,France
64746,Argentina,Spain
64747,Argentina,Spain
64748,France,Argentina
64749,Argentina,France
64750,Spain,Argentina
64751,Spain,Argentina
64752,Argentina,France
64753,England,France
64754,France,Argentina
64755,Spain,Argentina
64756,France,Argentina
64757,Spain,England
64758,England,France
64759,Spain,Argentina
64760,Argentina,Spain
64761,Argentina,France
64762,Argentina,France
64763,France,Argentina
64764,Argentina,Spain
64765,Argentina,Spain
64766,Argentina,Spain
64767,Argentina,Spain
64768,France,Argentina
64769,Spain,Argentina
64770,Argentina,Spain
64771,Argentina,France
64772,Spain,Argentina
64773,Argentina,France
64774,Argentina,Spain
64775,France,England
64776,Spain,Argentina
64777,Argentina,France
64778,France,Argentina
64779,Argentina,France
64780,Spain,Argentina
64781,Argentina,Spain
64782,Argentina,France
64783,France,Argentina
64784,Spain,Argentina
64785,Argentina,Spain
64786,France,England
64787,France,England
64788,Argentina,France
64789,Spain,England
64790,Argentina,France
64791,Argentina,France
64792,Argentina,Spain
64793,Argentina,France
64794,Argentina,Spain
64795,France,Argentina
64796,Argentina,Spain
64797,Argentina,France
64798,France,Argentina
64799,Argentina,Spain
64800,Spain,Argentina
64801,Spain,England
64802,France,Argentina
64803,Argentina,France
64804,Argentina,Spain
64805,Argentina,Spain
64806,Argentina,France
64807,France,Argentina
64808,Argentina,France
64809,France,Argentina
64810,Argentina,France
64811,Argentina,France
64812,Spain,Argentina
64813,France,England
64814,Argentina,France
64815,Argentina,France
64816,France,Argentina
64817,Argentina,France
64818,Argentina,Spain
64819,Argentina,Spain
64820,Argentina,Spain
64821,Spain,Argentina
64822,Argentina,France
64823,Argentina,France
64824,Argentina,France
64825,Argentina,France
64826,Argentina,Spain
64827,Argentina,France
64828,France,Argentina
64829,Spain,Argentina
64830,Argentina,France
64831,Spain,England
64832,France,England
64833,Argentina,France
64834,England,France
64835,France,Argentina
64836,Argentina,France
64837,France,Argentina
64838,Argentina,France
64839,France,England
64840,Argentina,Spain
64841,Spain,England
64842,Argentina,France
64843,Spain,Argentina
64844,Argentina,Spain
64845,Argentina,Spain
64846,Argentina,Spain
64847,Spain,Argentina
64848,Argentina,Spain
64849,Argentina,France
64850,France,Argentina
64851,England,Spain
64852,Spain,Argentina
64853,Argentina,France
64854,Spain,Argentina
64855,Argentina,Spain
64856,England,France
64857,France,England
64858,Argentina,Spain
64859,France,Argentina
64860,France,England
64861,France,Argentina
64862,Argentina,Spain
64863,France,Argentina
64864,Argentina,France
64865,Argentina,Spain
64866,France,England
64867,Argentina,Spain
64868,France,England
64869,Argentina,Spain
64870,Argentina,Spain
64871,Argentina,Spain
64872,Argentina,Spain
64873,England,France
64874,France,Argentina
64875,France,Argentina
64876,Spain,Argentina
64877,Argentina,Spain
64878,Argentina,France
64879,France,Argentina
64880,Argentina,Spain
64881,France,England
64882,Spain,Argentina
64883,Spain,Argentina
64884,France,England
64885,France,England
64886,Argentina,France
64887,Argentina,Spain
64888,Argentina,France
64889,Argentina,Spain
64890,England,Spain
64891,Argentina,Spain
64892,Argentina,France
64893,France,Argentina
64894,England,Spain
64895,Spain,England
64896,France,Argentina
64897,Argentina,Spain
64898,England,France
64899,Argentina,France
64900,Argentina,Spain
64901,Spain,Argentina
64902,Argentina,Spain
64903,France,Argentina
64904,Argentina,Spain
64905,Spain,England
64906,Argentina,Spain
64907,Argentina,Spain
64908,Argentina,Spain
64909,Argentina,Spain
64910,Argentina,Spain
64911,Spain,England
64912,Spain,England
64913,Argentina,France
64914,Argentina,France
64915,France,England
64916,Argentina,France
64917,Argentina,Spain
64918,Spain,Argentina
64919,Argentina,France
64920,Argentina,Spain
64921,France,Argentina
64922,Argentina,Spain
64923,France,Argentina
64924,Argentina,France
64925,Argentina,Spain
64926,Argentina,France
64927,Argentina,Spain
64928,Argentina,France
64929,France,England
64930,Argentina,Spain
64931,Argentina,France
64932,Spain,England
64933,France,Argentina
64934,Argentina,France
64935,France,Argentina
64936,Argentina,Spain
64937,Argentina,France
64938,Argentina,France
64939,Argentina,France
64940,Spain,Argentina
64941,France,Argentina
64942,Spain,Argentina
64943,Argentina,Spain
64944,France,Argentina
64945,Argentina,Spain
64946,Spain,Argentina
64947,Argentina,Spain
64948,Argentina,France
64949,France,England
64950,France,Argentina
64951,Argentina,France
64952,Spain,England
64953,Argentina,France
64954,Argentina,Spain
64955,Argentina,France
64956,Argentina,France
64957,Argentina,France
64958,Spain,Argentina
64959,Spain,Argentina
64960,France,Argentina
64961,Argentina,Spain
64962,France,Argentina
64963,Argentina,Spain
64964,France,Argentina
64965,France,Argentina
64966,Argentina,Spain
64967,Argentina,Spain
64968,Argentina,Spain
64969,France,England
64970,Argentina,Spain
64971,France,England
64972,Spain,Argentina
64973,France,Argentina
64974,Argentina,France
64975,France,Argentina
64976,Argentina,Spain
64977,Spain,Argentina
64978,Argentina,France
64979,France,England
64980,Argentina,Spain
64981,Argentina,Spain
64982,France,Argentina
64983,Argentina,Spain
64984,Argentina,Spain
64985,France,Argentina
64986,France,Argentina
64987,Spain,England
64988,Argentina,Spain
64989,Spain,England
64990,Argentina,France
64991,Argentina,France
64992,Argentina,France
64993,Argentina,Spain
64994,Spain,Argentina
64995,Argentina,France
64996,England,Spain
64997,Argentina,Spain
64998,Spain,Argentina
64999,Argentina,Spain
65000,France,Argentina
65001,Argentina,Spain
65002,Argentina,Spain
65003,Spain,Argentina
65004,France,Argentina
65005,France,England
65006,Spain,England
65007,France,England
65008,England,France
65009,Argentina,France
65010,France,England
65011,France,Argentina
65012,France,Argentina
65013,Spain,England
65014,Argentina,France
65015,France,Argentina
65016,Spain,Argentina
65017,Argentina,France
65018,Spain,Argentina
65019,France,Argentina
65020,Argentina,Spain
65021,Spain,Argentina
65022,Argentina,Spain
65023,Spain,Argentina
65024,Argentina,Spain
65025,Argentina,France
65026,Spain,Argentina
65027,France,Argentina
65028,France,Argentina
65029,France,England
65030,Argentina,Spain
65031,Spain,Argentina
65032,Argentina,Spain
65033,Argentina,France
65034,France,Argentina
65035,Spain,Argentina
65036,France,England
65037,France,England
65038,Argentina,France
65039,Argentina,France
65040,Spain,Argentina
65041,France,England
65042,France,Argentina
65043,France,Argentina
65044,Argentina,France
65045,Spain,Argentina
65046,Argentina,Spain
65047,Argentina,Spain
65048,France,Argentina
65049,Argentina,France
65050,Argentina,France
65051,France,Argentina
65052,Argentina,France
65053,France,Argentina
65054,Argentina,Spain
65055,France,Argentina
65056,Argentina,France
65057,Argentina,France
65058,Spain,Argentina
65059,Argentina,Spain
65060,Spain,England
65061,England,Spain
65062,England,Spain
65063,France,England
65064,Argentina,Spain
65065,Argentina,France
65066,Argentina,Spain
65067,Argentina,France
65068,Argentina,Spain
65069,Argentina,France
65070,Argentina,France
65071,France,Argentina
65072,Argentina,France
65073,Spain,England
65074,France,Argentina
65075,Spain,Argentina
65076,Argentina,Spain
65077,Spain,Argentina
65078,Spain,Argentina
65079,Argentina,France
65080,Argentina,France
65081,Argentina,France
65082,England,Spain
65083,France,England
65084,Argentina,France
65085,Argentina,Spain
65086,Argentina,France
65087,England,France
65088,Argentina,France
65089,Spain,Argentina
65090,Argentina,France
65091,France,England
65092,Argentina,Spain
65093,Spain,England
65094,Argentina,France
65095,Argentina,France
65096,France,England
65097,Argentina,France
65098,Argentina,Spain
65099,Argentina,Spain
65100,France,Argentina
65101,Argentina,France
65102,Argentina,Spain
65103,Argentina,France
65104,Spain,Argentina
65105,France,Argentina
65106,Argentina,Spain
65107,Spain,Argentina
65108,Spain,Argentina
65109,France,Argentina
65110,Argentina,France
65111,France,England
65112,France,Argentina
65113,France,England
65114,France,Argentina
65115,Spain,Argentina
65116,Spain,Argentina
65117,Argentina,Spain
65118,France,England
65119,Argentina,France
65120,Spain,Argentina
65121,France,Argentina
65122,Argentina,Spain
65123,Spain,England
65124,France,Argentina
65125,England,France
65126,Argentina,France
65127,Argentina,Spain
65128,England,France
65129,France,Argentina
65130,France,Argentina
65131,France,Argentina
65132,Argentina,Spain
65133,Argentina,France
65134,France,Argentina
65135,England,France
65136,Argentina,Spain
65137,Argentina,Spain
65138,Spain,Argentina
65139,Argentina,France
65140,Argentina,Spain
65141,France,England
65142,France,Argentina
65143,Argentina,Spain
65144,Argentina,Spain
65145,France,Argentina
65146,France,Argentina
65147,Argentina,France
65148,France,Argentina
65149,Argentina,France
65150,Argentina,France
65151,Spain,Argentina
65152,Argentina,France
65153,Argentina,Spain
65154,Argentina,France
65155,Argentina,Spain
65156,France,Argentina
65157,Argentina,Spain
65158,Argentina,France
65159,Argentina,France
65160,England,Spain
65161,England,France
65162,Argentina,France
65163,Argentina,France
65164,Argentina,France
65165,France,Argentina
65166,Argentina,France
65167,Argentina,France
65168,Spain,Argentina
65169,France,Argentina
65170,Spain,Argentina
65171,Spain,Argentina
65172,France,Argentina
65173,Argentina,France
65174,Spain,Argentina
65175,Argentina,France
65176,Argentina,Spain
65177,France,Argentina
65178,France,England
65179,France,Argentina
65180,France,England
65181,France,Argentina
65182,Argentina,Spain
65183,England,Spain
65184,Argentina,Spain
65185,Spain,Argentina
65186,France,Argentina
65187,Spain,Argentina
65188,France,Argentina
65189,Argentina,France
65190,France,Argentina
65191,France,Argentina
65192,Argentina,France
65193,Argentina,France
65194,Argentina,France
65195,Argentina,France
65196,Argentina,France
65197,Argentina,France
65198,Argentina,Spain
65199,Argentina,France
65200,France,Argentina
65201,France,Argentina
65202,Spain,England
65203,England,France
65204,Argentina,France
65205,Argentina,Spain
65206,Argentina,Spain
65207,Spain,England
65208,France,Argentina
65209,Spain,Argentina
65210,Argentina,Spain
65211,Argentina,France
65212,Argentina,Spain
65213,Spain,Argentina
65214,France,England
65215,Argentina,Spain
65216,England,Spain
65217,England,France
65218,Argentina,France
65219,Argentina,Spain
65220,Argentina,Spain
65221,Spain,Argentina
65222,France,Argentina
65223,Argentina,Spain
65224,Argentina,France
65225,Argentina,France
65226,France,Argentina
65227,Argentina,Spain
65228,Argentina,France
65229,France,England
65230,Argentina,France
65231,Argentina,France
65232,Argentina,Spain
65233,Argentina,France
65234,Spain,Argentina
65235,Argentina,Spain
65236,France,Argentina
65237,Argentina,France
65238,Argentina,France
65239,France,Argentina
65240,Spain,Argentina
65241,Argentina,Spain
65242,Argentina,Spain
65243,Argentina,Spain
65244,France,Argentina
65245,Argentina,France
65246,Argentina,Spain
65247,Argentina,Spain
65248,Argentina,Spain
65249,Argentina,France
65250,France,Argentina
65251,Argentina,France
65252,Argentina,France
65253,Argentina,France
65254,Argentina,France
65255,Argentina,France
65256,France,Argentina
65257,France,Argentina
65258,Argentina,France
65259,Spain,Argentina
65260,Spain,Argentina
65261,Argentina,Spain
65262,France,Argentina
65263,Argentina,France
65264,France,Argentina
65265,France,England
65266,France,Argentina
65267,France,Argentina
65268,Argentina,France
65269,Spain,Argentina
65270,England,Spain
65271,Argentina,France
65272,Argentina,Spain
65273,Spain,Argentina
65274,Spain,Argentina
65275,Argentina,Spain
65276,France,Argentina
65277,France,Argentina
65278,Spain,England
65279,Spain,Argentina
65280,Spain,England
65281,Spain,Argentina
65282,Argentina,France
65283,Spain,Argentina
65284,Spain,Argentina
65285,Argentina,France
65286,France,Argentina
65287,Argentina,Spain
65288,France,Argentina
65289,Argentina,France
65290,France,England
65291,Argentina,Spain
65292,Argentina,France
65293,Argentina,Spain
65294,Spain,Argentina
65295,France,Argentina
65296,Argentina,France
65297,Argentina,Spain
65298,Argentina,Spain
65299,France,England
65300,Argentina,Spain
65301,France,Argentina
65302,Argentina,Spain
65303,Argentina,Spain
65304,France,Argentina
65305,Argentina,Spain
65306,Argentina,Spain
65307,Argentina,France
65308,France,England
65309,Argentina,France
65310,France,Argentina
65311,Argentina,France
65312,Argentina,Spain
65313,Spain,Argentina
65314,France,Argentina
65315,Argentina,Spain
65316,France,England
65317,France,Argentina
65318,Argentina,Spain
65319,Argentina,France
65320,Argentina,France
65321,Spain,Argentina
65322,Argentina,France
65323,Argentina,Spain
65324,Argentina,Spain
65325,Argentina,Spain
65326,France,Argentina
65327,Argentina,France
65328,Argentina,Spain
65329,Spain,Argentina
65330,Argentina,France
65331,Argentina,France
65332,Argentina,France
65333,Argentina,Spain
65334,Argentina,Spain
65335,Argentina,Spain
65336,Argentina,France
65337,Argentina,France
65338,Argentina,France
65339,Argentina,France
65340,Argentina,Spain
65341,Argentina,France
65342,France,Argentina
65343,France,Argentina
65344,Argentina,Spain
65345,Argentina,France
65346,Argentina,France
65347,Spain,England
65348,Spain,Argentina
65349,Spain,Argentina
65350,Argentina,France
65351,France,Argentina
65352,Argentina,France
65353,Spain,Argentina
65354,Spain,England
65355,France,England
65356,Argentina,France
65357,Argentina,France
65358,Argentina,France
65359,Argentina,France
65360,Spain,England
65361,Argentina,France
65362,France,Argentina
65363,Argentina,Spain
65364,Spain,England
65365,Argentina,Spain
65366,Spain,Argentina
65367,Argentina,France
65368,Spain,England
65369,Argentina,France
65370,Argentina,Spain
65371,Argentina,Spain
65372,Argentina,Spain
65373,Argentina,Spain
65374,France,Argentina
65375,Argentina,Spain
65376,Spain,Argentina
65377,France,Argentina
65378,France,Argentina
65379,Argentina,Spain
65380,Argentina,Spain
65381,France,Argentina
65382,Argentina,France
65383,Spain,Argentina
65384,France,Argentina
65385,Argentina,France
65386,France,Argentina
65387,Spain,Argentina
65388,Spain,England
65389,Argentina,Spain
65390,Argentina,France
65391,France,Argentina
65392,France,Argentina
65393,Argentina,Spain
65394,Argentina,Spain
65395,Argentina,France
65396,Argentina,Spain
65397,France,Argentina
65398,Argentina,France
65399,France,Argentina
65400,Spain,Argentina
65401,Argentina,Spain
65402,France,England
65403,Argentina,France
65404,Argentina,Spain
65405,England,Spain
65406,Argentina,Spain
65407,Argentina,Spain
65408,Argentina,Spain
65409,Argentina,Spain
65410,Argentina,France
